838,1160,mitsubishi,32822,5402,2015
2022,5480,volkswagen,2063,13242,2014
1462,6700,mercedes-benz,17914,31929,2013
2867,5760,dodge,4879,7921,2017
1509,4224,honda,14130,10601,2011
1008,8219,mazda,62518,12184,2013
2379,4580,volvo,98071,16469,2013
2080,4779,volkswagen,97864,13639,2016
2705,4192,nissan,96157,7279,2012
153,7601,toyota,60929,9034,2014
2311,5683,toyota,83912,7644,2012
843,964,audi,89460,14883,2017
336,1271,honda,64025,6152,2011
231,8775,audi,48192,23038,2013
2959,9260,toyota,48133,8886,2012
2673,2764,mercedes-benz,60393,44336,2013
2642,8889,nissan,93203,7704,2015
943,8702,toyota,85953,6105,2011
2825,8817,toyota,83730,9134,2016
763,7991,peugot,38071,12635,2015
289,6245,mazda,19758,11888,2012
2482,5884,mazda,41166,15760,2015
1599,824,volvo,74100,12481,2013
2380,9549,nissan,98323,14249,2012
2903,5210,renault,65121,9982,2015
2963,1688,subaru,39741,5692,2012
2257,8619,subaru,76873,7630,2017
2469,79,mitsubishi,42486,5272,2016
294,8955,toyota,22952,6489,2011
2699,7146,peugot,81390,16282,2011
2386,5836,volkswagen,1605,10273,2011
228,2794,honda,61670,8096,2013
1839,1902,mazda,36586,5677,2014
1977,8357,nissan,75074,8145,2017
1916,5924,mitsubishi,79388,9183,2017
1537,7083,volvo,29917,12835,2017
1616,623,mercedes-benz,14847,27294,2015
234,8443,mitsubishi,5130,6859,2012
2014,5191,bmw,93237,16484,2013
1542,8909,mitsubishi,11190,6730,2016
1313,3703,subaru,90992,5486,2016
1209,3847,toyota,65552,10413,2016
486,313,toyota,45853,9686,2014
2335,7861,mercedes-benz,19815,34279,2015
513,5893,alfa-romero,6193,13294,2012
579,7394,toyota,37267,8590,2012
157,5109,nissan,539,10018,2012
2902,4665,volkswagen,1163,8239,2015
1651,142,volvo,84719,18638,2017
2692,7892,volvo,95245,21707,2011
1150,3644,dodge,4065,5744,2016
636,786,mercedes-benz,10284,25889,2015
1950,7614,toyota,77877,15370,2013
1520,8105,toyota,11458,7151,2014
1272,2573,toyota,79304,5681,2016
2504,5227,nissan,54152,7784,2016
949,5815,volkswagen,20126,8474,2017
1640,3638,isuzu,83652,7344,2016
1009,3723,honda,26650,8464,2014
2710,7220,mazda,4072,9970,2015
2790,7305,toyota,59971,7886,2011
1429,4294,mitsubishi,86426,14826,2014
963,2726,mercedes-benz,44548,27550,2015
1708,5769,honda,13598,9460,2017
901,3868,mazda,24328,6983,2016
1249,8983,volkswagen,67579,10680,2016
1731,4049,plymouth,88701,6225,2013
1533,485,subaru,47372,10939,2017
916,4838,alfa-romero,55585,15969,2014
2102,9158,toyota,1732,6515,2012
1682,8667,nissan,26792,7141,2011
56,3665,nissan,59787,14124,2017
2069,4551,honda,99799,10224,2013
1679,9398,toyota,13147,11167,2014
2152,6102,volvo,87231,17059,2012
1100,4444,peugot,10573,17005,2015
2981,7737,plymouth,33459,7700,2013
707,649,mitsubishi,99134,12093,2011
2762,417,mercedes-benz,84290,34454,2014
408,4634,chevrolet,46704,6254,2012
712,3944,toyota,38650,7191,2014
2779,2922,mazda,25308,11121,2016
2399,903,mitsubishi,9706,6983,2013
1819,7996,volvo,55951,14064,2013
2790,8954,peugot,42344,17131,2011
1598,6957,mitsubishi,40929,6322,2014
2791,3529,bmw,63755,17237,2017
664,3151,toyota,49631,7506,2012
1292,7233,honda,24936,13257,2016
1027,354,audi,7863,24454,2013
272,1855,nissan,2672,7807,2014
2024,7542,plymouth,44077,8444,2017
2176,4204,volkswagen,83689,13111,2011
2465,3338,plymouth,73472,5914,2016
1668,7048,toyota,35885,7017,2012
479,6805,mercedes-benz,87753,44973,2015
781,9752,dodge,43101,7775,2012
2673,7149,mitsubishi,69693,12703,2014
1535,9936,honda,77085,8002,2017
1168,1648,honda,48846,7116,2011
1980,1525,audi,76261,17234,2011
586,3884,mitsubishi,19903,12467,2017
1385,4255,mazda,509,17977,2013
2576,768,mitsubishi,48102,15031,2016
2387,6389,nissan,77357,5101,2017
814,5167,dodge,43524,6069,2014
2715,1664,isuzu,24827,11154,2011
1501,9312,nissan,13818,19759,2012
944,7080,volkswagen,88570,12713,2016
393,5999,peugot,56945,17192,2014
220,3790,toyota,51077,7626,2016
474,312,nissan,41591,8480,2016
748,7902,subaru,75221,7277,2013
1340,9449,mitsubishi,89176,6529,2013
1065,8972,peugot,72133,13447,2012
1784,5353,dodge,52103,8783,2013
1638,449,audi,22174,18946,2017
683,5274,subaru,23706,6632,2017
1917,5713,toyota,68667,9246,2012
194,5613,volkswagen,88488,10070,2015
2587,1325,nissan,89355,9060,2016
862,5655,nissan,50936,6629,2017
2991,6403,toyota,30196,7653,2013
295,7921,mercury,38705,16707,2013
2730,7764,volvo,33154,19398,2012
656,7212,subaru,58435,9935,2011
195,9057,plymouth,67898,5545,2011
244,6795,subaru,54584,7166,2013
657,527,plymouth,14647,7814,2013
1224,7145,toyota,78848,9178,2013
2588,4839,audi,91734,24658,2012
31,6371,dodge,87612,7003,2012
208,3110,mazda,20766,10196,2017
150,86,renault,75,10013,2013
1046,8742,toyota,3088,8894,2012
2855,3245,honda,91195,6713,2011
2014,3439,toyota,17667,9950,2014
1476,1472,porsche,44809,37341,2016
2986,5468,mitsubishi,98580,5289,2016
2162,1227,nissan,50396,7135,2014
133,6417,toyota,98747,8010,2016
700,1060,dodge,47406,6269,2017
970,4487,audi,14097,18426,2016
718,2303,subaru,20122,7011,2013
9,9436,peugot,48599,13415,2013
2855,3995,toyota,54308,8326,2014
371,5192,subaru,62708,7824,2017
611,7836,isuzu,83821,7200,2016
1973,3143,subaru,86957,7303,2013
1179,3581,toyota,41663,9890,2016
2634,1973,plymouth,43978,5836,2016
188,8995,saab,80476,11769,2014
1461,7768,mercury,83167,16193,2012
378,5269,volkswagen,3751,13545,2014
1645,233,subaru,66001,9779,2011
2132,9183,volvo,84590,18902,2015
220,4120,mercedes-benz,45415,34549,2015
1962,3933,porsche,32841,37703,2014
459,6713,mitsubishi,81826,5706,2017
1574,4754,toyota,65354,8402,2017
2255,8607,peugot,41321,12858,2013
1803,9970,volkswagen,8311,13794,2017
915,8322,volkswagen,54473,9669,2011
462,8468,honda,63602,10130,2013
2795,1006,mazda,4428,10963,2011
1867,2633,nissan,77098,7336,2015
668,5461,mercedes-benz,23406,34824,2012
791,8884,audi,85376,20187,2016
1397,9198,plymouth,86961,12727,2017
2488,9763,dodge,2959,8112,2013
1300,5134,mercury,76069,16371,2013
1368,5727,toyota,16875,7205,2014
879,4822,bmw,17653,31639,2017
2645,2478,honda,5401,7410,2016
123,2390,audi,31356,19399,2014
2448,7983,nissan,39878,17445,2013
2523,4353,bmw,37447,17269,2016
2880,7096,toyota,9268,16868,2017
628,3179,saab,94750,18800,2013
408,4496,honda,98918,7823,2017
2532,2784,subaru,57027,4687,2016
2834,8391,volkswagen,79817,13555,2011
2887,7961,volkswagen,12740,13449,2017
2901,1874,dodge,36717,7969,2017
459,3680,mazda,15329,13241,2011
2806,1237,honda,24840,10105,2011
486,8950,toyota,32682,8011,2014
1406,3484,toyota,78561,9330,2013
2440,1261,honda,35174,9419,2013
867,5874,nissan,75427,8142,2017
211,9306,mercedes-benz,97174,34054,2011
253,2414,plymouth,48836,5112,2017
2318,1859,mitsubishi,20399,7922,2017
2886,5203,chevrolet,86500,4598,2012
2551,9916,volkswagen,99975,10107,2016
1517,9633,volkswagen,1644,8022,2015
816,6448,honda,37343,5120,2017
2071,236,toyota,3250,17706,2014
1418,2111,volkswagen,29842,7488,2012
2821,4213,porsche,58977,28343,2017
140,7851,bmw,20554,20777,2011
831,8361,bmw,25183,31330,2014
799,4077,toyota,38712,15679,2011
499,2470,audi,95085,17365,2011
1093,4273,volvo,44069,18250,2013
1802,7072,mitsubishi,70701,6545,2011
271,2487,mercury,13707,16115,2016
919,5910,peugot,74455,12544,2016
2564,1841,alfa-romero,22975,16551,2013
1562,7920,mazda,73023,10548,2015
2616,460,audi,736,17902,2011
77,418,audi,56454,17705,2012
2581,2431,volkswagen,40530,8390,2016
2974,3461,volkswagen,1103,10576,2012
356,4853,chevrolet,11745,6711,2017
213,3297,jaguar,68038,35946,2011
1722,7463,toyota,12247,11127,2015
961,304,mazda,82361,6078,2017
2890,6197,saab,79846,12152,2012
1886,6244,mazda,82771,15803,2017
102,4209,audi,43942,19456,2012
2586,9357,subaru,42281,7729,2012
1126,7329,renault,73023,9189,2013
1862,9888,nissan,30232,8641,2011
319,3312,audi,69269,63431,2015
1166,3658,toyota,27554,8131,2016
193,5839,nissan,91263,8794,2012
1032,6260,nissan,92962,13433,2013
1574,8261,peugot,9037,17864,2017
671,2735,honda,75700,7395,2014
2537,4125,mitsubishi,64928,8990,2016
1448,6811,honda,95394,8103,2011
2876,2271,mercedes-benz,15731,40958,2014
908,9606,saab,23400,12576,2015
1651,8639,toyota,62840,8486,2017
1517,9571,mazda,58513,18389,2016
870,7900,audi,88649,62220,2017
12,6108,saab,64293,15611,2014
2931,7662,mazda,73165,10972,2013
1639,606,honda,94303,10321,2014
2726,9409,toyota,45239,6644,2011
2849,5049,toyota,65419,6005,2011
2356,2842,dodge,3608,8497,2016
1747,9259,peugot,9246,16922,2011
412,2080,mazda,66443,18640,2017
1097,1450,mazda,22668,11669,2017
2601,9024,nissan,50816,6948,2013
767,6054,peugot,17616,16751,2011
1010,6376,isuzu,57547,7136,2017
2281,3616,volkswagen,96889,9961,2016
2574,2955,mitsubishi,91440,7224,2013
726,1260,chevrolet,81716,6201,2014
2056,5517,honda,98447,6213,2016
1378,2984,volvo,53974,22015,2014
108,8293,mazda,92600,17808,2011
2584,1934,mazda,21516,5567,2011
496,3222,mazda,672,11499,2015
84,5757,honda,38635,9022,2011
176,6703,bmw,73363,40462,2016
988,161,saab,82507,11510,2015
2654,2318,plymouth,61715,6328,2016
294,5583,mazda,55577,5122,2016
2001,3039,nissan,78122,21314,2011
508,2461,peugot,8891,13726,2015
303,2894,mitsubishi,10709,5788,2017
1727,1812,subaru,40165,7621,2017
2892,4633,plymouth,91464,7544,2014
840,3171,honda,38605,6793,2014
1325,9201,mitsubishi,93542,8808,2014
2845,9896,audi,90750,14823,2012
1964,1506,jaguar,73864,35892,2017
1430,1131,mitsubishi,80984,9800,2012
2058,5254,bmw,41669,36832,2016
2830,8086,mazda,51464,6480,2016
1037,6058,subaru,30889,6993,2013
2308,835,toyota,4620,10620,2011
1326,3806,plymouth,61713,12265,2015
2595,2219,audi,52998,18018,2013
438,457,toyota,68269,8697,2016
1809,4912,subaru,48601,4683,2013
1010,4163,renault,81730,9581,2016
1190,9635,nissan,25564,7025,2014
1637,2672,toyota,40021,18431,2012
1600,9327,toyota,93257,10455,2015
574,3525,toyota,33778,9207,2013
2373,7551,mitsubishi,97249,9078,2016
2450,9821,nissan,3379,6627,2015
1570,6313,plymouth,49057,7907,2016
1936,2099,honda,48642,8989,2012
2149,6156,honda,75476,4661,2013
901,1787,peugot,91327,12724,2013
2285,7028,audi,1125,17442,2011
1223,6408,nissan,8070,9312,2014
1456,8450,bmw,26941,21502,2017
110,6567,honda,23560,7032,2015
2430,6248,nissan,36228,8760,2013
2727,1390,mazda,2751,10831,2016
1719,7664,volvo,8106,22279,2013
1290,9649,saab,22046,15316,2011
1791,5157,saab,48985,11881,2014
96,2716,peugot,4157,15525,2013
2384,2153,nissan,2789,6182,2015
927,3963,audi,70885,63447,2015
429,6974,bmw,65674,31706,2017
1106,5299,volkswagen,57743,9138,2015
465,9574,porsche,83708,34165,2012
2387,5995,isuzu,7626,11703,2017
1395,6743,volvo,23630,23129,2012
2529,1595,mitsubishi,55636,6772,2015
1053,6575,dodge,237,7949,2012
1365,1937,saab,97794,15028,2016
1615,3603,nissan,19580,6908,2014
1714,2078,nissan,53414,9039,2012
2839,772,mercedes-benz,58227,34242,2016
735,8422,toyota,16248,9577,2017
301,4548,audi,60193,63987,2011
2203,3966,subaru,23128,9452,2013
2906,817,toyota,37745,15584,2011
2626,9433,mazda,95594,14282,2011
1593,646,chevrolet,36148,7808,2015
2906,5439,honda,62156,6145,2011
1282,876,mitsubishi,4034,9416,2013
136,2180,toyota,82532,10408,2016
1471,2515,honda,3595,9059,2014
2172,6501,nissan,92116,9221,2015
2945,2328,toyota,35592,7272,2013
2468,2421,nissan,21458,6961,2013
1960,1829,bmw,26913,21580,2015
1816,5122,plymouth,55059,7761,2013
399,3479,mazda,22179,13427,2013
587,6227,mercury,82644,17128,2013
2269,7655,toyota,43188,11790,2017
755,1005,nissan,88181,7906,2016
586,7747,nissan,63447,8473,2012
394,7501,mazda,68798,8387,2013
2795,9103,mazda,18170,7329,2017
1745,6541,subaru,48778,12393,2015
2662,4661,mazda,78921,10269,2011
1725,1160,mitsubishi,32822,5402,2015
2400,6044,nissan,83366,6698,2011
2144,3825,volkswagen,4484,9716,2011
2563,2882,mitsubishi,20605,9268,2013
1723,2053,nissan,36276,7482,2012
1573,2552,dodge,74661,6196,2014
674,1262,saab,77491,17928,2013
2543,4744,bmw,93275,36035,2016
897,3642,saab,23904,18184,2015
1790,2323,bmw,21892,31123,2017
1645,4189,mercedes-benz,43181,25564,2014
2731,8733,mazda,27861,4907,2012
1790,3568,peugot,41581,13416,2011
2758,5011,toyota,69689,7199,2011
412,1164,bmw,1951,16231,2016
261,4600,bmw,47136,40508,2014
1342,7340,mitsubishi,93337,5327,2016
1226,4492,volkswagen,32367,8617,2011
467,5476,peugot,80886,12109,2014
424,3963,audi,70885,63447,2015
205,7261,mercedes-benz,40060,35112,2014
2681,1254,mercedes-benz,60837,31811,2017
2306,6972,volvo,51120,18773,2015
2858,4530,mazda,59779,10753,2011
188,1128,subaru,5222,7268,2014
2713,2302,honda,97967,10270,2017
2463,2692,mercedes-benz,68058,41046,2011
521,198,mazda,87429,5094,2011
1708,3760,volkswagen,44076,13716,2017
1681,8433,dodge,6779,6365,2012
1374,274,volkswagen,36021,7897,2014
1256,7623,nissan,61268,8872,2012
1059,8628,mazda,99741,6237,2012
493,8365,mazda,92581,5435,2014
1039,9926,volvo,39839,22846,2013
2331,191,volvo,43718,22959,2014
2211,3878,plymouth,40058,6241,2014
2993,9227,mazda,78380,10567,2011
2594,4884,toyota,34359,18006,2014
2684,2852,toyota,79590,15398,2013
798,8465,subaru,81075,7995,2011
1247,8873,dodge,8430,6473,2014
2660,9862,peugot,80390,17146,2012
854,541,alfa-romero,20358,16349,2011
1375,155,toyota,32549,11320,2015
1970,3524,bmw,36114,16719,2015
2601,2099,honda,48642,8989,2012
1503,8195,audi,8903,18919,2015
2181,514,volkswagen,59483,7448,2012
357,3789,plymouth,81955,9468,2016
2394,8645,mazda,18261,10103,2017
2882,6524,subaru,91288,10683,2011
669,5026,mercedes-benz,68784,41483,2012
1160,7119,saab,27632,18572,2013
1377,8116,toyota,99889,8776,2015
2879,5566,nissan,29031,13515,2015
2150,2501,volvo,91351,17628,2014
115,7276,mercedes-benz,74335,40953,2013
2339,4612,porsche,86179,28187,2017
629,5627,nissan,53239,7082,2013
2743,9463,mazda,64739,12852,2014
1658,3063,peugot,92074,18045,2017
2080,9731,mitsubishi,92852,14482,2011
681,9197,volkswagen,8634,8300,2017
2580,2996,alfa-romero,14514,12837,2012
1521,1520,saab,14540,15181,2017
719,2979,peugot,39298,17574,2017
407,3165,volvo,21463,22439,2014
1566,1279,volvo,93932,22961,2013
2221,2033,volkswagen,658,12396,2015
1177,1960,subaru,2790,7047,2011
1700,3656,mercedes-benz,17779,28249,2017
1456,7500,toyota,76762,8593,2011
2721,7682,chevrolet,10658,6897,2014
2422,4303,honda,74472,14052,2014
579,7792,mazda,46304,11425,2011
2367,8942,toyota,64436,11370,2016
568,8433,dodge,6779,6365,2012
2514,3449,volkswagen,1347,10653,2014
1542,426,toyota,86405,7138,2014
1738,6410,nissan,93544,6953,2013
1106,438,saab,12752,15294,2015
1653,2324,toyota,21095,8290,2016
1356,1840,mazda,79477,18637,2017
178,2810,isuzu,42980,6246,2015
1023,3551,nissan,98166,7961,2014
894,3802,subaru,13235,7393,2011
1281,9049,peugot,10171,11984,2015
2107,4296,mitsubishi,58148,5706,2015
512,7527,toyota,7779,7750,2014
1933,201,volvo,51876,12960,2014
1243,7363,nissan,8517,7609,2012
1769,2244,plymouth,94370,6799,2012
2913,9663,bmw,44029,20932,2012
2742,3019,nissan,9763,5724,2014
2923,8835,nissan,98502,18311,2016
2050,3965,subaru,89595,9816,2013
1792,7175,toyota,61519,7461,2012
2186,1683,subaru,70177,11640,2011
937,8762,volkswagen,40630,9793,2014
790,6407,volkswagen,70136,9883,2014
2455,9084,toyota,86932,17997,2014
2345,2085,mitsubishi,81490,15099,2016
1769,440,dodge,67115,6603,2017
841,8536,subaru,33164,4754,2016
455,8956,mazda,59469,10985,2015
1047,102,audi,18602,24272,2015
2604,945,mazda,23111,7274,2015
1129,7634,subaru,67925,7429,2017
2,1422,volkswagen,58982,9357,2017
1767,9448,peugot,5113,15990,2013
2016,548,saab,45258,14935,2016
1534,8096,audi,16166,62080,2012
1911,6442,jaguar,81120,32842,2011
2953,7469,audi,37862,18729,2013
129,3258,chevrolet,59677,4791,2013
1417,178,honda,72097,6495,2015
649,1464,isuzu,93903,4909,2012
1888,3026,toyota,23155,8291,2013
2468,2881,isuzu,70800,5409,2015
966,9387,mitsubishi,96303,6938,2017
577,3587,nissan,10830,13127,2015
1919,8617,peugot,52494,12092,2012
253,3134,toyota,67029,6237,2016
1183,9695,porsche,91641,32649,2016
2971,9849,audi,31173,17393,2013
1432,8311,volkswagen,79045,9891,2014
2813,6854,volvo,95801,22589,2014
1834,158,nissan,13204,8274,2017
1017,8295,nissan,61375,12780,2013
292,8085,jaguar,97941,32478,2015
1109,3872,toyota,36603,15987,2011
1851,2600,mitsubishi,33773,15271,2011
388,7413,isuzu,60460,11215,2017
1038,3712,nissan,33677,7593,2016
1267,5241,volvo,54036,13033,2017
707,6969,toyota,16641,8246,2017
2895,8809,mazda,69688,8335,2017
1699,9371,nissan,98483,7486,2015
2188,7048,toyota,35885,7017,2012
720,5639,mazda,94361,9403,2011
1505,2803,mazda,31943,8566,2011
854,4341,mercedes-benz,56671,28515,2016
1083,9525,volkswagen,85492,12512,2013
2155,4629,plymouth,97679,7901,2011
2997,9126,toyota,49788,6164,2017
1745,1940,mitsubishi,26897,4964,2015
1053,6638,mitsubishi,17017,5511,2012
1688,2013,isuzu,52237,5319,2016
1066,9354,volkswagen,80142,9939,2012
2688,7624,volkswagen,61951,9473,2011
2246,6036,toyota,18963,7972,2012
2355,452,honda,30433,7731,2015
2574,3587,nissan,10830,13127,2015
2605,1408,honda,15601,6725,2015
2279,1436,isuzu,72670,6000,2013
1764,7650,nissan,73195,7206,2016
169,9798,plymouth,11824,8071,2016
130,8110,mazda,7848,8612,2013
31,5783,isuzu,41449,10878,2016
2734,3267,toyota,29265,9736,2011
1209,3422,mitsubishi,23662,8439,2011
2421,3333,bmw,28922,30469,2016
1391,6579,mercedes-benz,74392,25393,2016
1543,8954,peugot,42344,17131,2011
1489,8881,nissan,14463,19046,2016
294,9284,mazda,2151,15072,2013
1127,8035,toyota,65324,16016,2012
959,2524,volvo,79665,22907,2011
1269,7625,mercedes-benz,20476,41549,2012
2979,280,mazda,92511,9967,2012
530,5590,mazda,52714,10659,2014
36,4707,mazda,29427,18341,2013
1521,2428,mitsubishi,75318,9459,2011
2629,2543,chevrolet,71188,7146,2014
640,368,mazda,83849,4761,2014
2797,7638,toyota,89619,15747,2014
320,4951,mazda,5332,11351,2016
1697,996,dodge,62093,6210,2012
904,8035,toyota,65324,16016,2012
2274,354,audi,7863,24454,2013
1677,3528,honda,4526,8630,2016
2243,1829,bmw,26913,21580,2015
1158,1704,mercedes-benz,7704,28203,2013
1886,337,porsche,96528,22210,2015
188,2500,toyota,70208,8759,2016
700,3184,toyota,8273,17582,2015
762,2483,dodge,73798,12318,2016
2059,3394,toyota,38675,7758,2012
830,9612,peugot,76583,16439,2015
1273,4880,mitsubishi,32647,7037,2015
1487,2920,peugot,1869,17978,2015
2624,8596,volvo,1235,21932,2014
2685,5930,honda,29384,7483,2015
732,2930,volvo,20532,19451,2016
2778,7531,dodge,86061,9626,2015
768,5084,honda,46417,13149,2015
1539,678,alfa-romero,98275,16094,2016
919,7580,volkswagen,8144,9195,2015
1011,2992,subaru,55689,7734,2017
539,7035,mazda,63154,8795,2011
2487,9957,honda,52791,9993,2014
1821,2788,subaru,31424,9689,2011
2254,7209,mitsubishi,13990,6489,2012
1184,1974,plymouth,84579,7146,2014
1044,4691,volkswagen,4929,13870,2014
1601,3108,alfa-romero,12552,13427,2014
3,447,peugot,26896,16527,2012
2934,7775,dodge,47831,8565,2016
1693,3156,mercedes-benz,42374,35501,2012
1045,5669,honda,91651,8835,2013
1788,435,plymouth,69611,9109,2015
2885,8843,jaguar,51855,35285,2013
2023,1177,saab,76247,15064,2011
294,2710,alfa-romero,50853,17124,2015
2608,7070,toyota,40170,8300,2016
443,5172,dodge,13069,6510,2011
655,9935,saab,35497,15389,2015
2294,6441,plymouth,95258,12900,2017
582,8229,mercedes-benz,79262,40668,2014
661,9361,dodge,20006,6269,2013
169,8560,toyota,43214,9649,2012
1324,1041,peugot,57496,15094,2015
1577,598,toyota,93472,10281,2015
389,5892,mazda,83625,9401,2014
1849,1140,subaru,58970,4861,2013
2861,3635,dodge,14447,5889,2011
528,5357,volkswagen,60959,8305,2014
2266,6527,toyota,57248,7844,2014
1764,7538,renault,1185,9905,2015
803,750,mazda,44227,10683,2016
236,8526,mitsubishi,48309,6705,2016
50,1066,volvo,51422,22330,2017
2763,8591,honda,39659,7011,2017
2319,9352,honda,45457,5234,2013
1515,6527,toyota,57248,7844,2014
1037,6275,nissan,34409,7278,2011
104,8237,mazda,55193,10750,2017
332,5888,toyota,91608,11950,2013
517,8477,porsche,66965,22422,2015
1260,2197,bmw,42401,16212,2017
1201,2332,dodge,93804,6021,2014
1634,8386,bmw,44006,21622,2017
1216,7151,honda,38576,5550,2016
2010,8195,audi,8903,18919,2015
2277,8752,volkswagen,35391,10289,2011
91,6206,subaru,7365,7113,2017
2478,3343,plymouth,42186,6403,2013
2421,6291,mitsubishi,66042,14945,2014
2407,7954,bmw,99547,31581,2014
1458,3560,volkswagen,51121,8121,2017
1350,6369,bmw,90580,20335,2015
741,8475,mitsubishi,89268,9901,2017
1207,767,volkswagen,36206,12859,2013
2497,2278,mazda,51518,10779,2012
2984,1230,subaru,2630,10141,2015
1604,4766,mazda,62908,10703,2011
2756,8591,honda,39659,7011,2017
87,8788,volvo,44441,11861,2012
975,5383,saab,93394,17246,2016
1579,7839,toyota,69091,6508,2013
2343,9144,mazda,58623,18245,2013
36,8096,audi,16166,62080,2012
191,3812,honda,23270,7877,2015
1386,9027,toyota,94088,7649,2016
2816,6869,mazda,92346,8541,2012
2681,1477,volkswagen,2496,10243,2011
822,6620,bmw,52937,16536,2013
2351,1659,peugot,12746,11546,2013
2471,7538,renault,1185,9905,2015
2320,4563,audi,43477,24445,2015
1077,1737,nissan,19090,7028,2017
2114,8884,audi,85376,20187,2016
1505,4058,volvo,31872,12520,2014
1155,9349,dodge,13854,7103,2012
2766,4793,subaru,39387,6984,2016
503,8184,bmw,20120,17111,2016
845,1178,toyota,60678,6815,2014
2542,3141,toyota,25728,7342,2014
2257,8639,toyota,62840,8486,2017
2130,6533,mitsubishi,94854,4935,2015
295,8854,dodge,53039,6359,2014
1694,7118,nissan,46724,9700,2013
2962,358,volvo,85641,22414,2015
1618,5944,honda,42413,7309,2016
730,673,toyota,6147,9844,2017
593,8932,toyota,77518,7167,2011
857,2395,mercedes-benz,62182,41087,2016
942,191,volvo,43718,22959,2014
1754,7974,subaru,24095,10571,2017
2553,8497,peugot,57423,17307,2012
1209,8035,toyota,65324,16016,2012
1593,8419,plymouth,47395,8582,2012
1363,1372,plymouth,90058,5716,2012
2220,783,mercury,38204,16850,2013
1387,993,mitsubishi,26929,9641,2011
2512,4328,mitsubishi,51306,7558,2016
1360,3780,volvo,75191,22843,2012
2303,2879,bmw,70097,16643,2014
409,4107,mitsubishi,38797,14163,2016
1918,6427,mazda,82301,10847,2013
2822,3296,mazda,82304,8312,2017
1117,6340,mercedes-benz,12576,35910,2016
257,4722,honda,91853,6276,2013
917,8406,volkswagen,55697,13578,2011
6,3170,subaru,98499,9357,2012
2644,2789,mitsubishi,93548,6762,2012
1635,5480,volkswagen,2063,13242,2014
890,9011,audi,68366,63256,2015
